transaction_id,customer_id,product_id,purchase_date,quantity,total_price
TX01124,CUST0375,PROD0074,2024-12-10,1,327.81
TX01125,CUST0375,PROD0129,2024-09-26,3,536.46
TX01126,CUST0376,PROD0098,2025-04-29,5,939.6
TX01127,CUST0376,PROD0121,2024-04-14,4,69.08
TX01128,CUST0376,PROD0011,2023-12-26,4,203.64
TX01129,CUST0377,PROD0007,2025-05-08,1,227.36
TX01130,CUST0377,PROD0012,2024-01-27,1,424.51
TX01131,CUST0377,PROD0154,2023-11-25,3,51.27
TX01132,CUST0378,PROD0063,2023-04-23,3,735.84
TX01133,CUST0378,PROD0097,2024-08-05,1,466.96
TX01134,CUST0378,PROD0089,2024-07-13,3,897.87
TX01135,CUST0379,PROD0186,2024-12-09,5,1615.8
TX01136,CUST0379,PROD0133,2025-01-19,2,117.32
TX01137,CUST0379,PROD0071,2023-10-20,4,908.24
TX01138,CUST0380,PROD0097,2024-04-04,2,933.92
TX01139,CUST0380,PROD0145,2025-02-10,4,1501.32
TX01140,CUST0380,PROD0032,2024-04-14,2,588.74
TX01141,CUST0381,PROD0069,2025-06-06,3,612.9
TX01142,CUST0381,PROD0131,2024-11-19,3,186.27
TX01143,CUST0381,PROD0059,2023-06-13,1,114.01
TX01144,CUST0382,PROD0094,2024-04-10,5,2324.3
TX01145,CUST0382,PROD0080,2025-01-28,4,857.56
TX01146,CUST0382,PROD0044,2024-03-22,1,152.73
TX01147,CUST0383,PROD0142,2023-07-31,4,828.6
TX01148,CUST0383,PROD0183,2025-07-08,1,86.7
TX01149,CUST0383,PROD0011,2023-09-30,4,203.64
TX01150,CUST0384,PROD0054,2024-06-22,5,2324.05
TX01151,CUST0384,PROD0062,2024-10-14,5,1297.55
TX01152,CUST0384,PROD0106,2025-03-26,5,1726.55
TX01153,CUST0385,PROD0118,2022-11-19,1,55.88
TX01154,CUST0385,PROD0159,2022-11-01,5,1951.6
TX01155,CUST0385,PROD0091,2024-06-21,5,530.55
TX01156,CUST0386,PROD0048,2023-10-04,1,464.9
TX01157,CUST0386,PROD0033,2023-05-11,3,340.68
TX01158,CUST0386,PROD0017,2023-03-28,1,332.33
TX01159,CUST0387,PROD0032,2024-12-17,5,1471.85
TX01160,CUST0387,PROD0101,2024-10-19,1,409.47
TX01161,CUST0387,PROD0065,2024-02-08,5,1966.95
TX01162,CUST0388,PROD0136,2024-02-02,3,1350.75
TX01163,CUST0388,PROD0190,2024-03-23,3,1131.72
TX01164,CUST0388,PROD0002,2025-05-03,2,230.98
TX01165,CUST0389,PROD0141,2024-11-28,2,901.04
TX01166,CUST0389,PROD0122,2025-01-23,5,2010.55
TX01167,CUST0389,PROD0128,2024-05-04,2,334.98
TX01168,CUST0390,PROD0097,2025-07-09,2,933.92
TX01169,CUST0390,PROD0184,2025-04-29,5,2452.3
TX01170,CUST0390,PROD0196,2024-10-11,1,80.43
TX01171,CUST0391,PROD0103,2024-01-20,2,124.28
TX01172,CUST0391,PROD0069,2023-03-18,1,204.3
TX01173,CUST0391,PROD0063,2024-06-12,2,490.56
TX01174,CUST0392,PROD0179,2025-07-21,3,814.26
TX01175,CUST0392,PROD0103,2025-07-30,2,124.28
TX01176,CUST0392,PROD0159,2024-11-16,5,1951.6
TX01177,CUST0393,PROD0147,2024-03-09,3,1253.07
TX01178,CUST0393,PROD0166,2024-09-26,4,1725.76
TX01179,CUST0393,PROD0172,2024-06-19,3,583.8
TX01180,CUST0394,PROD0041,2024-05-23,4,333.16
TX01181,CUST0394,PROD0006,2025-04-22,2,206.84
TX01182,CUST0394,PROD0063,2025-04-08,3,735.84
TX01183,CUST0395,PROD0185,2024-09-28,4,1191.96
TX01184,CUST0395,PROD0186,2024-05-08,2,646.32
TX01185,CUST0395,PROD0136,2024-05-10,1,450.25
TX01186,CUST0396,PROD0080,2024-08-13,1,214.39
TX01187,CUST0396,PROD0200,2022-12-07,4,1930.16
TX01188,CUST0396,PROD0065,2023-07-15,1,393.39
TX01189,CUST0397,PROD0100,2025-02-17,4,1968.04
TX01190,CUST0397,PROD0075,2024-07-24,2,927.1
TX01191,CUST0397,PROD0162,2025-05-29,3,213.0
TX01192,CUST0398,PROD0193,2025-07-22,3,347.97
TX01193,CUST0398,PROD0096,2024-06-09,1,271.13
TX01194,CUST0398,PROD0194,2024-02-06,2,49.86
TX01195,CUST0399,PROD0104,2025-07-28,3,836.55
TX01196,CUST0399,PROD0059,2024-11-29,3,342.03
TX01197,CUST0399,PROD0185,2024-12-23,5,1489.95
TX01198,CUST0400,PROD0175,2025-07-09,2,71.64
TX01199,CUST0400,PROD0048,2025-05-10,1,464.9
TX01200,CUST0400,PROD0076,2025-01-25,1,206.17
TX01201,CUST0401,PROD0121,2024-09-23,4,69.08
TX01202,CUST0401,PROD0097,2025-04-03,3,1400.88
TX01203,CUST0401,PROD0079,2024-06-15,3,1390.89
TX01204,CUST0402,PROD0132,2023-03-26,5,1461.95
TX01205,CUST0402,PROD0148,2024-02-01,1,109.04
TX01206,CUST0402,PROD0136,2023-04-11,2,900.5
TX01207,CUST0403,PROD0188,2025-03-08,2,334.08
TX01208,CUST0403,PROD0028,2025-02-19,5,2194.0
TX01209,CUST0403,PROD0095,2024-10-19,5,1159.25
TX01210,CUST0404,PROD0133,2025-06-28,3,175.98
TX01211,CUST0404,PROD0046,2024-09-17,2,953.96
TX01212,CUST0404,PROD0071,2024-11-06,4,908.24
TX01213,CUST0405,PROD0157,2023-07-31,3,1049.1
TX01214,CUST0405,PROD0179,2023-10-15,1,271.42
TX01215,CUST0405,PROD0016,2025-01-24,3,300.54
TX01216,CUST0406,PROD0176,2025-07-16,3,1358.7
TX01217,CUST0406,PROD0164,2025-07-23,2,616.52
TX01218,CUST0406,PROD0015,2024-11-06,2,622.34
TX01219,CUST0407,PROD0056,2024-08-17,3,1350.93
TX01220,CUST0407,PROD0054,2024-03-06,2,929.62
TX01221,CUST0407,PROD0196,2025-07-15,5,402.15
TX01222,CUST0408,PROD0066,2024-12-29,1,51.69
TX01223,CUST0408,PROD0151,2024-10-03,4,187.88
TX01224,CUST0408,PROD0081,2025-07-10,2,198.0
TX01225,CUST0409,PROD0037,2025-02-13,1,193.9
TX01226,CUST0409,PROD0027,2024-09-27,5,687.65
TX01227,CUST0409,PROD0024,2024-10-10,4,1382.56
TX01228,CUST0410,PROD0135,2024-07-10,1,305.07
TX01229,CUST0410,PROD0120,2024-04-08,5,2441.1
TX01230,CUST0410,PROD0185,2024-04-09,1,297.99
TX01231,CUST0411,PROD0156,2023-05-20,5,1050.75
TX01232,CUST0411,PROD0051,2025-04-15,1,384.09
TX01233,CUST0411,PROD0062,2024-01-30,2,519.02
TX01234,CUST0412,PROD0127,2025-01-22,4,66.84
TX01235,CUST0412,PROD0056,2025-04-18,3,1350.93
TX01236,CUST0412,PROD0035,2025-06-11,2,161.32
TX01237,CUST0413,PROD0011,2025-04-05,1,50.91
TX01238,CUST0413,PROD0105,2025-05-30,1,304.39
TX01239,CUST0413,PROD0009,2024-12-13,5,1070.95
TX01240,CUST0414,PROD0195,2024-03-17,3,311.04
TX01241,CUST0414,PROD0130,2024-09-21,4,1962.68
TX01242,CUST0414,PROD0128,2025-02-05,1,167.49
TX01243,CUST0415,PROD0119,2025-02-06,5,1879.95
TX01244,CUST0415,PROD0129,2023-09-21,5,894.1
TX01245,CUST0415,PROD0105,2024-04-13,1,304.39
TX01246,CUST0416,PROD0003,2025-06-12,1,371.63
TX01247,CUST0416,PROD0048,2025-06-12,1,464.9
TX01248,CUST0416,PROD0054,2024-12-05,5,2324.05
TX01249,CUST0417,PROD0028,2024-01-12,4,1755.2
TX01250,CUST0417,PROD0086,2025-07-03,1,38.92
TX01251,CUST0417,PROD0200,2024-11-28,5,2412.7
TX01252,CUST0418,PROD0033,2023-07-26,1,113.56
TX01253,CUST0418,PROD0153,2025-02-04,2,317.32
TX01254,CUST0418,PROD0135,2023-10-28,4,1220.28
TX01255,CUST0419,PROD0086,2024-01-17,4,155.68
TX01256,CUST0419,PROD0121,2023-03-23,3,51.81
TX01257,CUST0419,PROD0164,2025-03-07,3,924.78
TX01258,CUST0420,PROD0153,2025-06-01,4,634.64
TX01259,CUST0420,PROD0031,2023-09-30,1,127.08
TX01260,CUST0420,PROD0186,2024-08-06,5,1615.8
TX01261,CUST0421,PROD0175,2025-06-03,3,107.46
TX01262,CUST0421,PROD0055,2024-08-14,5,796.5
TX01263,CUST0421,PROD0101,2024-07-04,3,1228.41
TX01264,CUST0422,PROD0035,2023-07-03,3,241.98
TX01265,CUST0422,PROD0015,2025-03-31,5,1555.85
TX01266,CUST0422,PROD0020,2024-08-08,1,188.24
TX01267,CUST0423,PROD0032,2024-07-03,5,1471.85
TX01268,CUST0423,PROD0135,2024-04-02,3,915.21
TX01269,CUST0423,PROD0164,2025-03-10,1,308.26
TX01270,CUST0424,PROD0139,2025-06-24,2,436.98
TX01271,CUST0424,PROD0075,2024-10-01,4,1854.2
TX01272,CUST0424,PROD0058,2024-12-04,5,77.05
TX01273,CUST0425,PROD0123,2023-12-07,5,419.0
TX01274,CUST0425,PROD0088,2024-08-06,2,942.18
TX01275,CUST0425,PROD0007,2025-02-22,4,909.44
TX01276,CUST0426,PROD0050,2023-11-09,2,734.58
TX01277,CUST0426,PROD0044,2023-04-23,2,305.46
TX01278,CUST0426,PROD0186,2023-04-08,5,1615.8
TX01279,CUST0427,PROD0155,2023-11-06,1,307.58
TX01280,CUST0427,PROD0130,2025-06-10,2,981.34
TX01281,CUST0427,PROD0038,2023-11-03,4,517.8
TX01282,CUST0428,PROD0071,2024-07-31,4,908.24
TX01283,CUST0428,PROD0086,2024-06-08,1,38.92
TX01284,CUST0428,PROD0087,2024-10-02,1,431.6
TX01285,CUST0429,PROD0066,2024-07-03,3,155.07
TX01286,CUST0429,PROD0010,2025-01-07,2,223.16
TX01287,CUST0429,PROD0179,2023-03-28,5,1357.1
TX01288,CUST0430,PROD0138,2025-07-30,1,262.36
TX01289,CUST0430,PROD0105,2025-05-13,3,913.17
TX01290,CUST0430,PROD0192,2024-02-12,1,375.77
TX01291,CUST0431,PROD0200,2024-08-12,4,1930.16
TX01292,CUST0431,PROD0087,2023-09-16,4,1726.4
TX01293,CUST0431,PROD0061,2023-05-31,4,1812.72
TX01294,CUST0432,PROD0112,2024-11-26,5,48.95
TX01295,CUST0432,PROD0191,2025-03-23,1,418.28
TX01296,CUST0432,PROD0012,2024-12-05,1,424.51
TX01297,CUST0433,PROD0192,2024-11-10,1,375.77
TX01298,CUST0433,PROD0033,2025-04-05,1,113.56
TX01299,CUST0433,PROD0110,2025-04-20,2,980.0
TX01300,CUST0434,PROD0015,2025-05-29,3,933.51
TX01301,CUST0434,PROD0134,2023-05-15,4,1462.52
TX01302,CUST0434,PROD0053,2024-07-12,4,1064.8
TX01303,CUST0435,PROD0156,2025-04-16,1,210.15
TX01304,CUST0435,PROD0023,2024-09-20,4,935.28
TX01305,CUST0435,PROD0196,2024-08-26,2,160.86
TX01306,CUST0436,PROD0176,2024-10-19,3,1358.7
TX01307,CUST0436,PROD0117,2024-12-25,2,217.98
TX01308,CUST0436,PROD0019,2025-01-16,1,142.6
TX01309,CUST0437,PROD0045,2024-04-12,3,570.27
TX01310,CUST0437,PROD0197,2023-04-15,3,1009.14
TX01311,CUST0437,PROD0056,2025-07-22,3,1350.93
TX01312,CUST0438,PROD0014,2023-10-27,5,220.05
TX01313,CUST0438,PROD0111,2024-02-22,2,447.42
TX01314,CUST0438,PROD0131,2024-05-31,4,248.36
TX01315,CUST0439,PROD0147,2023-12-11,4,1670.76
TX01316,CUST0439,PROD0028,2024-03-15,4,1755.2
TX01317,CUST0439,PROD0125,2024-03-30,5,518.95
TX01318,CUST0440,PROD0165,2024-03-14,2,451.46
TX01319,CUST0440,PROD0037,2025-01-28,5,969.5
TX01320,CUST0440,PROD0160,2025-07-21,3,1209.09
TX01321,CUST0441,PROD0075,2024-05-25,1,463.55
TX01322,CUST0441,PROD0192,2025-06-08,2,751.54
TX01323,CUST0441,PROD0011,2024-05-20,3,152.73
TX01324,CUST0442,PROD0142,2024-11-12,4,828.6
TX01325,CUST0442,PROD0002,2024-01-10,2,230.98
TX01326,CUST0442,PROD0136,2023-05-29,3,1350.75
TX01327,CUST0443,PROD0077,2024-06-14,5,2165.0
TX01328,CUST0443,PROD0061,2024-10-31,5,2265.9
TX01329,CUST0443,PROD0123,2024-09-05,2,167.6
TX01330,CUST0444,PROD0105,2024-04-01,2,608.78
TX01331,CUST0444,PROD0012,2024-08-10,3,1273.53
TX01332,CUST0444,PROD0055,2025-02-23,5,796.5
TX01333,CUST0445,PROD0186,2024-08-03,1,323.16
TX01334,CUST0445,PROD0032,2024-10-30,3,883.11
TX01335,CUST0445,PROD0014,2023-07-13,4,176.04
TX01336,CUST0446,PROD0177,2025-05-01,5,966.45
TX01337,CUST0446,PROD0178,2025-01-16,1,152.81
TX01338,CUST0446,PROD0005,2024-10-06,5,566.15
TX01339,CUST0447,PROD0095,2023-08-12,1,231.85
TX01340,CUST0447,PROD0145,2023-10-02,3,1125.99
TX01341,CUST0447,PROD0149,2025-04-24,3,671.04
TX01342,CUST0448,PROD0147,2023-12-31,4,1670.76
TX01343,CUST0448,PROD0047,2023-10-21,3,496.38
TX01344,CUST0448,PROD0005,2025-01-01,5,566.15
TX01345,CUST0449,PROD0043,2024-08-13,5,1910.85
TX01346,CUST0449,PROD0104,2024-07-21,5,1394.25
TX01347,CUST0449,PROD0194,2024-10-15,5,124.65
TX01348,CUST0450,PROD0161,2025-01-30,5,1404.6
TX01349,CUST0450,PROD0108,2024-09-20,5,1594.85
TX01350,CUST0450,PROD0197,2024-01-21,4,1345.52
TX01351,CUST0451,PROD0200,2024-08-21,5,2412.7
TX01352,CUST0451,PROD0169,2025-07-28,5,1113.7
TX01353,CUST0451,PROD0076,2025-03-29,5,1030.85
TX01354,CUST0452,PROD0191,2025-02-05,4,1673.12
TX01355,CUST0452,PROD0187,2024-08-21,1,94.96
TX01356,CUST0452,PROD0174,2024-11-23,5,843.95
TX01357,CUST0453,PROD0076,2024-02-18,3,618.51
TX01358,CUST0453,PROD0038,2024-02-28,5,647.25
TX01359,CUST0453,PROD0138,2025-02-25,4,1049.44
TX01360,CUST0454,PROD0164,2025-01-14,2,616.52
TX01361,CUST0454,PROD0146,2024-10-30,3,860.13
TX01362,CUST0454,PROD0064,2025-03-01,5,2340.4
TX01363,CUST0455,PROD0027,2024-01-13,5,687.65
TX01364,CUST0455,PROD0076,2025-01-31,3,618.51
TX01365,CUST0455,PROD0006,2025-01-17,5,517.1
TX01366,CUST0456,PROD0159,2023-10-30,2,780.64
TX01367,CUST0456,PROD0050,2024-10-02,1,367.29
TX01368,CUST0456,PROD0045,2023-11-04,2,380.18
TX01369,CUST0457,PROD0200,2025-02-13,2,965.08
TX01370,CUST0457,PROD0058,2024-05-23,4,61.64
TX01371,CUST0457,PROD0076,2025-04-11,4,824.68
TX01372,CUST0458,PROD0145,2023-08-06,4,1501.32
TX01373,CUST0458,PROD0144,2024-11-11,5,1065.6
TX01374,CUST0458,PROD0015,2024-05-01,1,311.17
TX01375,CUST0459,PROD0143,2023-01-10,4,605.4
TX01376,CUST0459,PROD0122,2024-08-25,1,402.11
TX01377,CUST0459,PROD0040,2023-06-30,4,693.56
TX01378,CUST0460,PROD0196,2024-07-04,4,321.72
TX01379,CUST0460,PROD0107,2025-02-10,2,493.64
TX01380,CUST0460,PROD0008,2024-02-25,2,761.22
TX01381,CUST0461,PROD0080,2023-09-14,2,428.78
TX01382,CUST0461,PROD0144,2024-10-19,5,1065.6
TX01383,CUST0461,PROD0186,2024-08-19,5,1615.8
TX01384,CUST0462,PROD0057,2024-02-19,5,638.55
TX01385,CUST0462,PROD0084,2024-04-18,3,723.03
TX01386,CUST0462,PROD0172,2025-04-09,2,389.2
TX01387,CUST0463,PROD0134,2023-11-09,5,1828.15
TX01388,CUST0463,PROD0036,2023-07-19,1,213.97
TX01389,CUST0463,PROD0169,2024-10-23,3,668.22
TX01390,CUST0464,PROD0001,2024-10-25,1,60.11
TX01391,CUST0464,PROD0089,2025-04-27,2,598.58
TX01392,CUST0464,PROD0105,2024-01-17,5,1521.95
TX01393,CUST0465,PROD0157,2024-01-13,1,349.7
TX01394,CUST0465,PROD0112,2025-01-30,5,48.95
TX01395,CUST0465,PROD0088,2025-04-25,2,942.18
TX01396,CUST0466,PROD0104,2025-02-14,3,836.55
TX01397,CUST0466,PROD0152,2024-02-13,5,2050.6
TX01398,CUST0466,PROD0196,2024-07-20,2,160.86
TX01399,CUST0467,PROD0112,2025-05-10,1,9.79
TX01400,CUST0467,PROD0170,2024-05-25,5,697.5
TX01401,CUST0467,PROD0069,2025-05-02,4,817.2
TX01402,CUST0468,PROD0147,2024-12-05,4,1670.76
TX01403,CUST0468,PROD0097,2025-05-22,1,466.96
TX01404,CUST0468,PROD0089,2025-06-21,2,598.58
TX01405,CUST0469,PROD0004,2024-05-02,4,855.4
TX01406,CUST0469,PROD0144,2025-03-07,1,213.12
TX01407,CUST0469,PROD0124,2025-07-04,2,873.44
TX01408,CUST0470,PROD0197,2025-05-23,3,1009.14
TX01409,CUST0470,PROD0049,2025-05-20,5,168.35
TX01410,CUST0470,PROD0136,2025-01-11,3,1350.75
TX01411,CUST0471,PROD0193,2024-08-11,2,231.98
TX01412,CUST0471,PROD0031,2024-09-02,3,381.24
TX01413,CUST0471,PROD0065,2025-07-08,4,1573.56
TX01414,CUST0472,PROD0139,2025-06-05,5,1092.45
TX01415,CUST0472,PROD0039,2024-08-19,3,1085.28
TX01416,CUST0472,PROD0062,2023-08-13,5,1297.55
TX01417,CUST0473,PROD0070,2024-06-27,1,128.08
TX01418,CUST0473,PROD0161,2025-03-29,2,561.84
TX01419,CUST0473,PROD0011,2023-04-20,4,203.64
TX01420,CUST0474,PROD0193,2025-06-05,1,115.99
TX01421,CUST0474,PROD0058,2025-02-12,5,77.05
TX01422,CUST0474,PROD0001,2024-11-19,4,240.44
TX01423,CUST0475,PROD0154,2024-10-01,1,17.09
TX01424,CUST0475,PROD0101,2024-05-22,1,409.47
TX01425,CUST0475,PROD0100,2024-05-07,1,492.01
TX01426,CUST0476,PROD0196,2024-09-28,2,160.86
TX01427,CUST0476,PROD0100,2024-12-28,1,492.01
TX01428,CUST0476,PROD0129,2025-04-14,1,178.82
TX01429,CUST0477,PROD0172,2024-11-30,3,583.8
TX01430,CUST0477,PROD0050,2025-06-24,1,367.29
TX01431,CUST0477,PROD0157,2025-02-28,1,349.7
TX01432,CUST0478,PROD0017,2024-05-09,1,332.33
TX01433,CUST0478,PROD0097,2025-02-23,5,2334.8
TX01434,CUST0478,PROD0136,2024-05-18,3,1350.75
TX01435,CUST0479,PROD0021,2024-12-15,5,685.75
TX01436,CUST0479,PROD0076,2024-06-02,1,206.17
TX01437,CUST0479,PROD0162,2025-05-23,3,213.0
TX01438,CUST0480,PROD0014,2024-05-08,2,88.02
TX01439,CUST0480,PROD0117,2024-07-12,5,544.95
TX01440,CUST0480,PROD0105,2025-03-16,2,608.78
TX01441,CUST0481,PROD0150,2024-07-04,4,956.92
TX01442,CUST0481,PROD0114,2023-06-16,2,586.68
TX01443,CUST0481,PROD0165,2024-05-09,1,225.73
TX01444,CUST0482,PROD0187,2024-06-19,3,284.88
TX01445,CUST0482,PROD0095,2023-11-02,3,695.55
TX01446,CUST0482,PROD0057,2025-03-07,1,127.71
TX01447,CUST0483,PROD0127,2024-09-15,5,83.55
TX01448,CUST0483,PROD0113,2025-01-19,3,1357.32
TX01449,CUST0483,PROD0114,2025-04-05,4,1173.36
TX01450,CUST0484,PROD0042,2025-07-27,4,1754.2
TX01451,CUST0484,PROD0015,2025-05-18,2,622.34
TX01452,CUST0484,PROD0183,2024-11-07,4,346.8
TX01453,CUST0485,PROD0196,2024-04-12,2,160.86
TX01454,CUST0485,PROD0106,2024-11-02,5,1726.55
TX01455,CUST0485,PROD0172,2025-06-09,2,389.2
TX01456,CUST0486,PROD0089,2024-08-08,1,299.29
TX01457,CUST0486,PROD0005,2024-02-23,4,452.92
TX01458,CUST0486,PROD0143,2024-01-06,4,605.4
TX01459,CUST0487,PROD0099,2023-10-27,5,2088.5
TX01460,CUST0487,PROD0013,2023-04-01,5,1831.1
TX01461,CUST0487,PROD0042,2024-11-04,1,438.55
TX01462,CUST0488,PROD0197,2025-07-10,1,336.38
TX01463,CUST0488,PROD0200,2024-10-14,4,1930.16
TX01464,CUST0488,PROD0068,2024-06-15,5,159.05
TX01465,CUST0489,PROD0173,2025-06-19,1,110.91
TX01466,CUST0489,PROD0137,2024-07-03,2,53.94
TX01467,CUST0489,PROD0068,2025-05-31,2,63.62
TX01468,CUST0490,PROD0052,2024-08-02,1,240.26
TX01469,CUST0490,PROD0117,2025-06-03,2,217.98
TX01470,CUST0490,PROD0060,2024-09-18,3,952.2
TX01471,CUST0491,PROD0092,2024-10-17,2,272.96
TX01472,CUST0491,PROD0184,2023-06-09,3,1471.38
TX01473,CUST0491,PROD0044,2024-12-19,4,610.92
TX01474,CUST0492,PROD0028,2024-05-02,1,438.8
TX01475,CUST0492,PROD0120,2025-02-14,4,1952.88
TX01476,CUST0492,PROD0140,2024-12-09,1,160.39
TX01477,CUST0493,PROD0053,2024-05-21,1,266.2
TX01478,CUST0493,PROD0043,2025-07-14,1,382.17
TX01479,CUST0493,PROD0174,2023-01-25,5,843.95
TX01480,CUST0494,PROD0042,2024-01-08,1,438.55
TX01481,CUST0494,PROD0001,2023-12-16,2,120.22
TX01482,CUST0494,PROD0098,2025-06-04,4,751.68
TX01483,CUST0495,PROD0061,2023-12-13,3,1359.54
TX01484,CUST0495,PROD0132,2023-12-13,2,584.78
TX01485,CUST0495,PROD0172,2025-07-30,4,778.4
TX01486,CUST0496,PROD0127,2024-03-15,3,50.13
TX01487,CUST0496,PROD0140,2024-06-23,4,641.56
TX01488,CUST0496,PROD0147,2025-03-04,1,417.69
TX01489,CUST0497,PROD0049,2025-05-29,1,33.67
TX01490,CUST0497,PROD0056,2024-12-18,5,2251.55
TX01491,CUST0497,PROD0115,2024-06-20,3,204.27
TX01492,CUST0498,PROD0079,2025-06-22,1,463.63
TX01493,CUST0498,PROD0068,2025-04-09,2,63.62
TX01494,CUST0498,PROD0152,2024-05-24,5,2050.6
TX01495,CUST0499,PROD0083,2024-11-04,4,640.92
TX01496,CUST0499,PROD0013,2025-06-23,3,1098.66
TX01497,CUST0499,PROD0037,2024-08-06,5,969.5
TX01498,CUST0500,PROD0012,2023-10-02,3,1273.53
TX01499,CUST0500,PROD0025,2025-04-07,3,496.56
TX01500,CUST0500,PROD0111,2023-08-23,1,223.71
TX01501,CUST0501,PROD0061,2024-08-09,3,1359.54
TX01502,CUST0501,PROD0116,2023-08-17,1,450.0
TX01503,CUST0501,PROD0053,2023-08-24,4,1064.8
TX01504,CUST0502,PROD0121,2024-01-17,2,34.54
TX01505,CUST0502,PROD0137,2023-08-18,4,107.88
TX01506,CUST0502,PROD0028,2024-11-03,4,1755.2
TX01507,CUST0503,PROD0171,2025-06-09,2,89.78
TX01508,CUST0503,PROD0132,2024-11-30,1,292.39
TX01509,CUST0503,PROD0044,2023-08-23,1,152.73
TX01510,CUST0504,PROD0042,2024-11-10,4,1754.2
TX01511,CUST0504,PROD0164,2023-11-21,5,1541.3
TX01512,CUST0504,PROD0024,2023-06-22,5,1728.2
TX01513,CUST0505,PROD0047,2023-05-02,2,330.92
TX01514,CUST0505,PROD0027,2024-09-23,3,412.59
TX01515,CUST0505,PROD0161,2024-03-28,5,1404.6
TX01516,CUST0506,PROD0108,2025-05-19,5,1594.85
TX01517,CUST0506,PROD0044,2025-02-20,3,458.19
TX01518,CUST0506,PROD0147,2024-10-07,4,1670.76
TX01519,CUST0507,PROD0188,2023-11-14,4,668.16
TX01520,CUST0507,PROD0176,2025-07-05,2,905.8
TX01521,CUST0507,PROD0156,2025-02-17,4,840.6
TX01522,CUST0508,PROD0060,2025-02-05,1,317.4
TX01523,CUST0508,PROD0139,2024-12-22,5,1092.45
TX01524,CUST0508,PROD0063,2025-07-06,2,490.56
TX01525,CUST0509,PROD0140,2025-07-26,4,641.56
TX01526,CUST0509,PROD0175,2023-05-16,1,35.82
TX01527,CUST0509,PROD0082,2024-10-10,3,875.07
TX01528,CUST0510,PROD0059,2024-08-10,4,456.04
TX01529,CUST0510,PROD0147,2025-01-09,1,417.69
TX01530,CUST0510,PROD0193,2024-03-08,4,463.96
TX01531,CUST0511,PROD0180,2024-07-11,4,454.44
TX01532,CUST0511,PROD0151,2024-12-25,4,187.88
TX01533,CUST0511,PROD0140,2025-03-29,1,160.39
TX01534,CUST0512,PROD0117,2025-05-20,1,108.99
TX01535,CUST0512,PROD0123,2025-01-17,4,335.2
TX01536,CUST0512,PROD0180,2024-10-14,4,454.44
TX01537,CUST0513,PROD0061,2023-02-18,2,906.36
TX01538,CUST0513,PROD0104,2023-01-30,1,278.85
TX01539,CUST0513,PROD0133,2024-03-26,3,175.98
TX01540,CUST0514,PROD0196,2023-11-20,5,402.15
TX01541,CUST0514,PROD0001,2024-12-16,2,120.22
TX01542,CUST0514,PROD0097,2024-02-03,1,466.96
TX01543,CUST0515,PROD0169,2024-06-07,2,445.48
TX01544,CUST0515,PROD0044,2025-02-20,3,458.19
TX01545,CUST0515,PROD0047,2025-01-15,3,496.38
TX01546,CUST0516,PROD0173,2024-01-20,4,443.64
TX01547,CUST0516,PROD0041,2025-02-28,3,249.87
TX01548,CUST0516,PROD0023,2023-10-28,1,233.82
TX01549,CUST0517,PROD0199,2025-03-22,4,1219.68
TX01550,CUST0517,PROD0086,2024-09-18,1,38.92
TX01551,CUST0517,PROD0139,2025-03-24,3,655.47
TX01552,CUST0518,PROD0104,2024-11-13,1,278.85
TX01553,CUST0518,PROD0146,2024-08-31,5,1433.55
TX01554,CUST0518,PROD0039,2025-02-13,2,723.52
TX01555,CUST0519,PROD0019,2025-05-16,3,427.8
TX01556,CUST0519,PROD0147,2023-11-17,5,2088.45
TX01557,CUST0519,PROD0036,2023-09-03,4,855.88
TX01558,CUST0520,PROD0117,2025-02-06,1,108.99
TX01559,CUST0520,PROD0194,2025-01-01,5,124.65
TX01560,CUST0520,PROD0153,2024-04-11,5,793.3
TX01561,CUST0521,PROD0137,2025-07-18,3,80.91
TX01562,CUST0521,PROD0198,2025-06-28,2,702.48
TX01563,CUST0521,PROD0175,2025-07-10,4,143.28
TX01564,CUST0522,PROD0160,2023-04-08,3,1209.09
TX01565,CUST0522,PROD0156,2025-04-21,5,1050.75
TX01566,CUST0522,PROD0139,2025-03-06,1,218.49
TX01567,CUST0523,PROD0041,2024-03-26,3,249.87
TX01568,CUST0523,PROD0033,2025-06-10,1,113.56
TX01569,CUST0523,PROD0010,2023-10-14,5,557.9
TX01570,CUST0524,PROD0178,2025-02-02,5,764.05
TX01571,CUST0524,PROD0187,2025-03-27,4,379.84
TX01572,CUST0524,PROD0059,2024-10-16,5,570.05
TX01573,CUST0525,PROD0184,2025-03-27,5,2452.3
TX01574,CUST0525,PROD0178,2024-06-13,3,458.43
TX01575,CUST0525,PROD0065,2025-04-24,2,786.78
TX01576,CUST0526,PROD0077,2024-02-08,5,2165.0
TX01577,CUST0526,PROD0156,2024-06-04,5,1050.75
TX01578,CUST0526,PROD0087,2023-04-09,5,2158.0
TX01579,CUST0527,PROD0162,2025-07-03,1,71.0
TX01580,CUST0527,PROD0017,2023-08-30,3,996.99
TX01581,CUST0527,PROD0166,2025-02-27,3,1294.32
TX01582,CUST0528,PROD0116,2024-07-24,5,2250.0
TX01583,CUST0528,PROD0161,2025-01-09,4,1123.68
TX01584,CUST0528,PROD0140,2023-10-08,1,160.39
